Phil Bacon,Shuffledog,Mon Nov 02 20:22:56 +0000 2015,"Wasn't enough room on that last tweet to add #firstworldproblems."
Noelle ,Noelle1Always,Mon Nov 02 20:22:17 +0000 2015,"@imTulip That is being spoiled!! 😂#firstworldproblems"
Jay Miller,kjaymiller,Mon Nov 02 20:21:49 +0000 2015,"RT @rabryst: It's November. Where is my iPad Pro?

#firstworldproblems"
i bring sexy back,GandhiAman45,Mon Nov 02 20:20:57 +0000 2015,"Great now I'm in the middle of an odd situation of having my grandparents yell at each other #akward #annoying #firstworldproblems"
Jack Kerrigan,JackKerrigan6,Mon Nov 02 20:20:52 +0000 2015,"@SportsCenter #firstworldproblems"
Kileigh,kileighslife,Mon Nov 02 20:20:39 +0000 2015,"Shopping for a down vest. This is more complicated than I anticipated. I just want to know if I'll be cold 😕. #firstworldproblems #shopping"
Josh Gundry,JoshGundry,Mon Nov 02 20:19:46 +0000 2015,"@sexpotxo #firstworldproblems"
GolfWiz,ddubw,Mon Nov 02 20:19:17 +0000 2015,"𝗪𝗜𝗡𝗙𝗢𝗥𝗠𝗦 𝗜𝗦 𝗧𝗛𝗘 𝗗𝗘𝗩𝗜𝗟!
Coding in this crap is like trying to slit your wrists with a spoon. Gets done, but so painful #firstworldproblems"
Brendon Barry,BBarry31,Mon Nov 02 20:18:38 +0000 2015,"Internet works just fine with the router we have to get a new one so the spoiled rich kid can game online. #firstworldproblems"
Mattholomeu,the_real_minnow,Mon Nov 02 20:17:33 +0000 2015,"#firstWorldProblems"
CharM,Charlotte2908,Mon Nov 02 20:17:22 +0000 2015,"We have finally moved into our new home. No WiFi no data no conversation = divorce? #firstworldproblems #newhome"
Jay Zee,gyrobifastigium,Mon Nov 02 20:16:16 +0000 2015,"Ich kann mit meinen Echtlederhandschuhen die Touch-Konsole von meinem Neuwagen nicht bedienen. #firstworldproblems"
Sophie.,soophiieanne,Mon Nov 02 20:15:05 +0000 2015,"Really can't decide what size iPhone to get. #firstworldproblems #helpme"
Taryn Sabbioni,TazziTwoShoes,Mon Nov 02 20:15:01 +0000 2015,"I shouldn't giggle so hard at this...but I am #firstworldproblems https://t.co/Lcfayw7t06"
Ely Ramírez,SoyUnaEly,Mon Nov 02 20:13:49 +0000 2015,"No tengo cuchillo para partir mi limón #firstworldproblems #Problemasdegodinez https://t.co/QD3l64J9T4"
Shannon Meditz,Shannonk0074,Mon Nov 02 20:13:42 +0000 2015,"Is it horrible id rather buy a new stove than clean the one I have?? #firstworldproblems"
Nelley Nelle,HanelleCrites,Mon Nov 02 20:10:31 +0000 2015,"RT @britt_terland: Hand wrote 5+ pages for my history midterm. I think my hand is going to fall off. #firstworldproblems"
r@ndol.ph,rabryst,Mon Nov 02 20:10:29 +0000 2015,"It's November. Where is my iPad Pro?

#firstworldproblems"
Nathan Valiant,NathanValiant,Mon Nov 02 20:09:35 +0000 2015,"@adejohnleader once had a train driver delay our start because he was irritated that he didn't finish his book chapter #firstworldproblems"
lexi,leexxim,Mon Nov 02 20:08:57 +0000 2015,"when your iPhone unlocks with your fingerprint before you're even ready. #firstworldproblems"
Don Macänlalay,directedbydon,Mon Nov 02 20:08:08 +0000 2015,"Guess I'm moving to Queen Anne. Where do I throw away my old stuff? #firstworldproblems"
Jaluna Rolik,JuneberryChan,Mon Nov 02 20:07:55 +0000 2015,"Dear television. Please make up your mind if you're up to being watched. Your flicker is gonna give someone a seizure. #firstworldproblems?"
Gloria Ann Walthour,AnnWalthour,Mon Nov 02 20:07:51 +0000 2015,"RT @GuinanLarry: @Storagezilla @StarTrek Look, the rest of the world doesn't matter. #firstworldproblems Can we go back to having all the s…"
Hank Lynch,Hank,Mon Nov 02 20:07:18 +0000 2015,"4am, jetlagged in Singapore, need sleep.
#firstworldproblems"
Sarah ✘,Gedankenmutant,Mon Nov 02 20:06:19 +0000 2015,"#firstworldproblems"
Texas Girl :),Texas_Girl1989,Mon Nov 02 20:06:02 +0000 2015,"I hate when I leave work for lunch and someone steals my super close parking spot 😂 #firstworldproblems"
The Best Skeleton,ThatStrohl,Mon Nov 02 20:05:46 +0000 2015,""Someone I don't know is trying to talk to me" is perhaps the biggest example for #firstworldproblems"
Chels,Chellabella___,Mon Nov 02 20:05:19 +0000 2015,"Ughhh #firstworldproblems"
Georgie,FutbolSloth,Mon Nov 02 20:04:32 +0000 2015,"@Chana9MUFC already knew Dembele scored because of Twitter. #firstworldproblems"
Chananoglu,Chana9MUFC,Mon Nov 02 20:04:11 +0000 2015,"#firstworldproblems  https://t.co/z4QT3ViIbk"
Richard Pike,Richie_J279,Mon Nov 02 20:04:00 +0000 2015,"@VictoriaCoren only connect being on earlier is messing with my circadian rhythms #firstworldproblems"
Shana Hunter Lee,iheartairplanes,Mon Nov 02 20:04:00 +0000 2015,"10 person line @Starbucks, only one barista.  Other one is filling the carmel tubes.  With a pastry tube.  #firstworldproblems #annoyed"
Kim,Thaloki88,Mon Nov 02 20:03:48 +0000 2015,"WEGEN MEINEN SCHEISS WLAN KANN ICH DIE NEUE TITAN FOLGE VON @TwoEpicBuddies NICHT FLÜSSIG GUCKEN! #firstworldproblems"
Katie Jo,KatieJo512,Mon Nov 02 20:03:19 +0000 2015,"Texting people who don't have iMessage is awful. I need to know when you've read my shit. #firstworldproblems"
Poochloaf,SamuelsStarlynn,Mon Nov 02 20:02:41 +0000 2015,"Y are there so many yellow fruit loops #firstworldproblems"
Michael DePauw,Micoo_Wapedu,Mon Nov 02 20:02:12 +0000 2015,"@JulieMyklebust #firstworldproblems"
Jess,J_Garrr,Mon Nov 02 20:02:02 +0000 2015,"Now that all the emojis are moved around.. I can't ever find the ones I want. #firstworldproblems"
Michael Matusowsky,MatuMikey,Mon Nov 02 20:00:21 +0000 2015,"Im so bored but I'm too tired to do anything #firstworldproblems"
stewchickenqueen,VibrantMsBryan,Mon Nov 02 19:59:51 +0000 2015,"This is going to be one of the toughest decisions of my life: to nap or to eat before work #firstworldproblems ugh 😩😔"
R. Julian Talens,rjuliantalens,Mon Nov 02 19:59:21 +0000 2015,"idk what to eat for lunch #firstworldproblems"
Tim Reed,redsv650,Mon Nov 02 19:57:59 +0000 2015,"@Starbucks has cut the time for a Bday drink to just 3 days. Gee thanks. Glad I checked my app. @NYAJoes is much better. #FirstWorldProblems"
JellyFish!,FlyingMarioMan,Mon Nov 02 19:57:48 +0000 2015,"RT @harto: The AppleTV remote is so small!! I always lose it!!! #firstworldproblems"
Caroline,carolineluke05,Mon Nov 02 19:56:39 +0000 2015,"When there was a lone, boxless hot pocket in the freezer, so you have no clue what dangers you could be biting into #firstworldproblems"
DragonflameGaming,drgonflames,Mon Nov 02 19:55:53 +0000 2015,"Watching an amazing show but without anything to eat while i eatch it #firstworldproblems"
Alana Winnick,AlanaWinnick,Mon Nov 02 19:55:40 +0000 2015,"Only you with the wardrobe issues @jftech1 #firstworldproblems @jlubinsky @jenniferacronk @mtromblee1 @jluft1 @MrSchoenbart @srtech1"
Jessy Cooke,JessyC_6,Mon Nov 02 19:55:38 +0000 2015,"THE YEAR I GO TRAVELLING WOULD BE THE YEAR THEY GIG AGAIN 😭 #firstworldproblems #StoneRoses"
Cara,FaMess,Mon Nov 02 19:55:18 +0000 2015,"When the world is your oyster, sometimes you have a hard time deciding where to go next month. #firstworldproblems"
Emma,BabylonQaF,Mon Nov 02 19:55:15 +0000 2015,"J'ai un léger problème, je veux voir @JeremyFerrari en live mais j'habite a Los Angeles... Fuck my life #FirstWorldProblems"
gerald pao,PLURplus,Mon Nov 02 19:53:17 +0000 2015,"#DataAnalysis wars R vs. Python in a graphic #datascience #firstworldproblems 
https://t.co/WTkJ5qkUl1"
Soof,sophieshahla,Mon Nov 02 19:52:45 +0000 2015,"Left my decaf @YorkshireTea bags at work.. @Bettys1919 Peppermint Tisane it is then. 
#firstworldproblems"
AS IF!,journolista,Mon Nov 02 19:52:33 +0000 2015,"How the hell am I supposed to eat 3000 calories a day????Ugh #firstworldproblems #GymLife"
Kimberly Crane,KimberlyyyCrane,Mon Nov 02 19:52:11 +0000 2015,"@CodyMathia #firstworldproblems"
Rob Readling,RobReadling,Mon Nov 02 19:52:03 +0000 2015,"@sqlnikon @Level3 #priorities #firstworldproblems"
Alexandra,noise_jam,Mon Nov 02 19:51:11 +0000 2015,"Вообще меня пора закодировать от кроссовок фирм начинающихся на букву “n” #firstworldproblems"
H.E. KRis Nsabiyumva,Mr_Burundi,Mon Nov 02 19:50:37 +0000 2015,"@MikeDJeremy hahaha #firstWorldProblems"
Anna Cottrill,annacottrill14,Mon Nov 02 19:50:17 +0000 2015,"RT @harto: The AppleTV remote is so small!! I always lose it!!! #firstworldproblems"
Carla Collins,Carla_Collins,Mon Nov 02 19:49:25 +0000 2015,"I'm gluten-intolerant in that I can no longer tolerate hearing about one more person's issues with gluten. #firstworldproblems"
Kris,Verwonderster,Mon Nov 02 19:47:49 +0000 2015,"En ik wilde Penoza kijken! #firstworldproblems"
Devon Parlett,DevonParlett,Mon Nov 02 19:47:31 +0000 2015,"Been offered two jobs! So where do I work? Ted Baker? Or Fat Face? #firstworldproblems"
Chelsea Duffield,CJ_MD911,Mon Nov 02 19:46:41 +0000 2015,"@colefront Those things are refillable? I just throw mine away and buy a new one. ;) #firstworldproblems"
Matthias Weiss,kenshiroonline,Mon Nov 02 19:46:22 +0000 2015,"@TheMercedesXXX Instead people keep whining and whining...#firstworldproblems"
Dawid,dabudubida,Mon Nov 02 19:45:31 +0000 2015,"I znów ten kiepski moment, kiedy przeczytałem książkę i nie umiem wybrać kolejnej do czytania -.- #FirstWorldProblems"
Heather Gibbs Flett,rookieheather,Mon Nov 02 19:45:30 +0000 2015,"Help! I need a unicycle emoji. #firstworldproblems"
Marie Cruz,missmarie8,Mon Nov 02 19:45:11 +0000 2015,"Some people think in English, others in Spanish or some other language.. I think in IG captions. 🤓😑 lol #firstworldproblems"
UO,francisgittus,Mon Nov 02 19:44:34 +0000 2015,"So much to do and so little time #firstworldproblems"
Six,Sixfever,Mon Nov 02 19:44:09 +0000 2015,"@mego705 #firstworldproblems"
Anastasia ✨,daintydesires,Mon Nov 02 19:42:53 +0000 2015,"I've painted my nails on one hand and now can't be bothered to do the other #firstworldproblems"
Wheezy Nurse© RN BSN,WheezyNurse,Mon Nov 02 19:42:52 +0000 2015,"RT @ekwetzel: This F/G cup nursing tank is really tight. #bigboobproblems #pregnancyproblems #nursingproblems #firstworldproblems"
Kevin R,Milo_Z,Mon Nov 02 19:42:39 +0000 2015,"You know you're in trouble when your PC hangs &amp; you can't even get Task Manager to open #Win8.1 #firstworldproblems #fb"
Tara,taraborat,Mon Nov 02 19:42:26 +0000 2015,"Every single time I walk to my car I literally think it's been stolen because I forgot where I parked #life #firstworldproblems"
Matthew Stevens,matt_the_writer,Mon Nov 02 19:42:17 +0000 2015,"These commercials for @CallofDuty #BlackOps3 make me want a #PS4 sooner rather than later. #firstworldproblems"
Matthew Stevens,matt_the_writer,Mon Nov 02 19:42:17 +0000 2015,"These commercials for @CallofDuty #BlackOps3 make me want a #PS4 sooner rather than later. #firstworldproblems"
Anna Argent,anna_argent,Mon Nov 02 19:41:50 +0000 2015,"Me when my Wi-Fi stops working. #FirstWorldProblems

https://t.co/hoMxNtUWQK"
Alaska✨,britt_terland,Mon Nov 02 19:40:35 +0000 2015,"Hand wrote 5+ pages for my history midterm. I think my hand is going to fall off. #firstworldproblems"
Keirsten Caldwell,keirscaldwell,Mon Nov 02 19:40:29 +0000 2015,"Moving your app icons and forever opening Spotify instead of It Works app. #firstworldproblems"
Lauren Danielle✨,LaurenShwayze,Mon Nov 02 19:39:46 +0000 2015,"My whole life is #firstworldproblems"
tkt boté,jo_lhm,Mon Nov 02 19:39:36 +0000 2015,"#firstworldproblems I know"
M. Santiwagner,miauchelin,Mon Nov 02 19:39:02 +0000 2015,"Ayer me enamoré de un sweater de lana Purificación García. Y ahora no encuentro el modelo en su catalogo. #firstworldproblems"
Matt Nash,Nash2396,Mon Nov 02 19:38:24 +0000 2015,"RT @theBestNash04: You know ur too tall for ur car when u cant finish ur soda because u cant angle it past a certain point #firstworldprobl…"
The Moose,Jamesthecurly1,Mon Nov 02 19:38:20 +0000 2015,"Trying to remove 400 words to get to the limit of an 1000 word essay is just brutal #firstworldproblems"
Holli Roberts,Mcgeeauction,Mon Nov 02 19:37:16 +0000 2015,"Why one the busiest day you have to give the dogs a flea bath? #firstworldproblems #stillneedtogetfoodfortonight"
Stephanie Carvin,StephanieCarvin,Mon Nov 02 19:37:13 +0000 2015,"You know you'll be the worst in your skating class when everyone shows up in a skirt &amp; you're wearing Costco sweatpants. #firstworldproblems"
Jennifer Bracken,bracken_89,Mon Nov 02 19:37:12 +0000 2015,"When your make up is on point but you need to take it off #firstworldproblems #whitegirlproblems"
Marie Troxler,marieEtroxler,Mon Nov 02 19:36:58 +0000 2015,"Can't find my eyebrow pencil. Talk about tragic. #firstworldproblems"
Cole,208NA,Mon Nov 02 19:36:18 +0000 2015,"idk what to caption my selfie smh #firstworldproblems"
Matt,m_harle,Mon Nov 02 19:35:44 +0000 2015,"Bought Amy on BluRay tonight. Only just realised it's in a slim BluRay case. That's just annoying. #FirstWorldProblems"
Don Barreño!,AntonioBN97,Mon Nov 02 19:35:42 +0000 2015,"RT @ZurdoDescalzo: No hace ni 10 minutos que me he afeitao y ya echo de menos mi barbita 😢 #firstworldproblems"
jenna barbiero,Jenbarb93,Mon Nov 02 19:35:28 +0000 2015,"Who knew that finding a curtain rod would be so difficult 😪 #firstworldproblems"
the_antidote,DRMspec,Mon Nov 02 19:35:05 +0000 2015,"Having the ability to create a #firstworldproblems hashtag #firstworldproblems #meta"
Robyn Walter,Goggy29,Mon Nov 02 19:34:40 +0000 2015,"I can only fit 2 pieces of pizza into the microwave at work #firstworldproblems"
ADRiiiii / Waki,ZurdoDescalzo,Mon Nov 02 19:34:05 +0000 2015,"No hace ni 10 minutos que me he afeitao y ya echo de menos mi barbita 😢 #firstworldproblems"
Second City Coffee,secondctycoffee,Mon Nov 02 19:33:16 +0000 2015,"See what I'm resorted too @SmokiePig!! 😢 #firstworldproblems https://t.co/CIO6EbWLln"
Too Cool for School,2cfschool,Mon Nov 02 19:33:13 +0000 2015,"#notforever https://t.co/tmEEohDMIp My new tattoo is itching like fuuuuck. #ink #donttouch #firstworldproblems"
Big Perm Corleone,BigSexyDom,Mon Nov 02 19:33:03 +0000 2015,"40% plus of my pay goes into taxes. It's fucking disgusting how much of my earned money I'll never see. #firstworldproblems"
.,_Nikiters_,Mon Nov 02 19:32:46 +0000 2015,"@_Nikiters_ bitch, everyone has issues on that level. That issue alone could have been avoided by not using the app. #firstworldproblems"
Cam Taber,ceumtabes,Mon Nov 02 19:32:37 +0000 2015,"I asked for a frozen hot chocolate and Dunkins gave me a frozen coffee  #firstworldproblems"
Kat Bacher,katnundrum,Mon Nov 02 19:31:56 +0000 2015,"I miss phone buttons. I'm a good typist, 75+WPM! Now, phones w/screen keyboards make it seem that I can't type for ship. #firstworldproblems"
Francesca Mount ☼,francescamount,Mon Nov 02 19:31:21 +0000 2015,"Literally dying without my phone D: #firstworldproblems"
JustKierra,_KieLimePie,Mon Nov 02 19:30:39 +0000 2015,"Should I risk it and get the small .... ugh life #firstworldproblems"
Carl Aeran,jawline_atyou,Mon Nov 02 19:30:02 +0000 2015,"Damn need to take a shit but my phone about to die so i cant bring it with me :\ #firstworldproblems"
Megan Kate,megankatem,Mon Nov 02 19:29:57 +0000 2015,"Internet wasn't working this afternoon &amp; my sister couldn't think of anything to do so just slept until it got fixed 😂😂 #firstworldproblems"
Marky Diamond,markydiamondd,Mon Nov 02 19:29:43 +0000 2015,"We didn't have any frozen pizza so I had to make a steak for lunch. #firstworldproblems"
Wayne,w2kx,Mon Nov 02 19:29:35 +0000 2015,"@EJCO55 #firstworldproblems"
Kevin Noon,Kevin_Noon,Mon Nov 02 19:29:05 +0000 2015,"The transcription service is absolutely killing me today on this presser. #firstworldproblems"
Kristen Kaye,kwistenkaye,Mon Nov 02 19:28:56 +0000 2015,"It should be illegal to use the stall right next to someone in an otherwise EMPTY bathroom. #firstworldproblems #bathroometiquette #fuckoff"
Jessica Janiuk,janiukjf,Mon Nov 02 19:28:39 +0000 2015,"@ChrisHallbeck I totally agree. Doctor Who is the only thing I watch on actual TV, and the commercials are terrible. #firstworldproblems"
Boring Fifth Year,BoringFifthYear,Mon Nov 02 19:28:04 +0000 2015,"Standard Saturday night. #unilife #firstworldproblems https://t.co/S8mgchX3Sm"
BenBen Tomlinson,bentomlinson,Mon Nov 02 19:26:42 +0000 2015,"RT @daisymaywalsh: Auto correct ruined my hashtag with a space #firstworldproblems"
Sofia Nilsen,EmmaSofiaNilsen,Mon Nov 02 19:26:00 +0000 2015,"My new tattoo is itching like fuuuuck. #ink #donttouch #firstworldproblems"
DAVID NEEDHAM,ITSONLYNEEDHAM,Mon Nov 02 19:25:24 +0000 2015,"@MrErnoldSame #firstworldproblems"
Bri,bribribrouwer,Mon Nov 02 19:24:22 +0000 2015,"Apparently our tuition doesn't pay for plastic forks. Just spoons and knives. #firstworldproblems #collegekidlife"
k8,katelynnhopper,Mon Nov 02 19:23:57 +0000 2015,"@katelynnhopper #firstworldproblems"
Iona MacDonald,ionamacdonald1,Mon Nov 02 19:23:20 +0000 2015,"Hate it when you hear a good song on the TV &amp; have no way of finding out who it's by 😭😭 #firstworldproblems"
Crispen.,LilMs_PushupBra,Mon Nov 02 19:22:47 +0000 2015,"It's hot as fuck but this sweater completes my outfit , so I'll suffer through. #firstworldproblems #whyme #oldpplalwayscold #turnontheac"
Max Benjamin,HitchcockMax,Mon Nov 02 19:22:21 +0000 2015,"@HughsWaronWaste thank you Hugh. Shout loud and then louder #whoneedsaperfectparsnip #boycottsupermarketdemands #firstworldproblems"
Drew Landmeier,FLDrew,Mon Nov 02 19:21:05 +0000 2015,"#firstworldproblems"
Mel Winter,MissNails95,Mon Nov 02 19:21:04 +0000 2015,"Byebye scaffold piercing :( having to look 'professional' for work sucks! #firstworldproblems https://t.co/zJXCHMDY7x"
Summer Nickerson,thesummergirlll,Mon Nov 02 19:20:26 +0000 2015,"I HATE when lyft or uber drivers ask me for directions. It is SO annoying.#firstworldproblems"
Ken,BenChurcher,Mon Nov 02 19:19:42 +0000 2015,"@sophiee_lewiss #firstworldproblems"
Martin Zelenka ,Zeldiiiic,Mon Nov 02 19:19:15 +0000 2015,"Poslední dobou je tady hrozně moc ufňukaných lidi… s jejich #FirstWorldProblems. Chudinky…"
Rebecca Nisbet,Salamatu_6,Mon Nov 02 19:19:09 +0000 2015,"7hrs at Belfast airport. 2 cancelled flights. When life gives you lemons- pints at the Errigle #firstworldproblems https://t.co/vv22dZrZLQ"
Christian,iitsjustchris,Mon Nov 02 19:18:48 +0000 2015,"Craving a burrito. There are no #BurritoBoyz around me. 

#firstworldproblems"
Bhakti Kulmala,Omwoods,Mon Nov 02 19:18:45 +0000 2015,"Can't find the chips I asked hubby to hide, bought grapes to fill the snackgap, got home, found out they have seeds 😑 #firstworldproblems"
Chloe,imjustagirl_16,Mon Nov 02 19:18:37 +0000 2015,"Forever feeling like my Instagram is not as good as everyone else's 😫 #firstworldproblems"
Jack Young,Young_67,Mon Nov 02 19:18:15 +0000 2015,"In Dominican Republic during stone roses at T fuck my existence #firstworldproblems"
José Dimas,JoseDimas,Mon Nov 02 19:18:11 +0000 2015,"me encanta que vengan producciones de teatro a SLP... pero odio que sean en el teatro de la paz -_- #firstworldproblems #hater :)"
andrew long,andrew_long,Mon Nov 02 19:18:02 +0000 2015,""burner laptop" is a completely new concept to me #firstworldproblems  https://t.co/IbOBoeRYmh"
Claudio Hidalgo,chidalgo,Mon Nov 02 19:18:00 +0000 2015,"@badger_cl #firstworldproblems"
Jordan Palmer,jccpalmer,Mon Nov 02 19:16:47 +0000 2015,"I hate being poor. Fallout 4 is far outside of my budget. #firstworldproblems"
Eric Sinc,ericsinclair,Mon Nov 02 19:16:17 +0000 2015,"It's 70 in November. #globalwarming #nosunglasses #firstworldproblems @ Trader Joes (BC) https://t.co/xBNfxBi17l"
Blake Belichick,steph__uhnee,Mon Nov 02 19:15:49 +0000 2015,"Hate when my lettuce is too cold in my salad #firstworldproblems 😩"
doreenhelen,msddxx,Mon Nov 02 19:15:12 +0000 2015,"Drying my hair takes ages I also need my fringe trimmed #hair #girlsproblems #firstworldproblems xx https://t.co/pDPB65Lz9z"
tamz,taammynguyen,Mon Nov 02 19:14:20 +0000 2015,"@missrenaaa #firstworldproblems 🙄"
Princess Vee,_valpal_13,Mon Nov 02 19:13:44 +0000 2015,"The fact that @GonnaBeThe1st and I are right next to eachother and are only communicating via Twitter. #FirstWorldProblems"
Osato Erebor,osatoerebor,Mon Nov 02 19:13:12 +0000 2015,"You'd think with the millions Apple expects you to spend on their products, it'd be scratch.. hell, flame-resistant. Ugh #firstworldproblems"
Rick Gilmartin,HCPCRick,Mon Nov 02 19:13:06 +0000 2015,"@cillahalterman I think you'll make it #firstworldproblems"
Kimberly,Formerly1984,Mon Nov 02 19:11:54 +0000 2015,"I wish I didn't forget my almond milk to drink with my coffee today, I need caffeine to get thru the day #firstworldproblems"
InesDeLettonie,inesdelettonie,Mon Nov 02 19:11:52 +0000 2015,"@J4CKMULL @TheYoungHipster #firstworldproblems"
Paul Mazurek,The11thKirito,Mon Nov 02 19:11:17 +0000 2015,"Proof life isn't fair #firstworldproblems  https://t.co/LGDYJKsnrZ"
Haley,im_haley_yo,Mon Nov 02 19:11:14 +0000 2015,"RT @witha__k: To take a peek inside my ipsy bag or to wait till it's here... #firstworldproblems"
Trozo de solomonk ,DarkTrollen,Mon Nov 02 19:11:04 +0000 2015,"@EvilAFM @chincheto77 @tonacho #firstworldproblems"
Oяlando Lopez,screwychewy_,Mon Nov 02 19:10:21 +0000 2015,"RT @harto: The AppleTV remote is so small!! I always lose it!!! #firstworldproblems"
Tiny TATARI,TinyTATARI,Mon Nov 02 19:10:07 +0000 2015,"i put my eyeliner on unevenly so i cried and it smudged #firstworldproblems #yolo #swag #eyeliner2013"
✖️✖️,ArabianElmo,Mon Nov 02 19:08:51 +0000 2015,"The stress of online shopping😭 #firstworldproblems"
Bãileÿ,BMartenson,Mon Nov 02 19:08:37 +0000 2015,"RT @Caaaaamden: Few things are more annoying than when someone sits in your unofficially assigned seat #firstworldproblems"
Christine Martin,AGratitudeDiva,Mon Nov 02 19:08:34 +0000 2015,"Trying to figure out how many tolls we have to go through on our way to #WDW #firstworldproblems"
Chuck Finley,FakeEmmanuel,Mon Nov 02 19:07:41 +0000 2015,"Forgot to put on a watch before I headed off to work. My wrist feels naked and you can see my dopey tan line. #firstworldproblems"
78 Derngate,78Derngate,Mon Nov 02 19:07:20 +0000 2015,"RT @colinmccredie: #firstworldproblems https://t.co/idsJz1VBca"
Matthew G.,MGeesus,Mon Nov 02 19:06:48 +0000 2015,"Multi million not a multi billion dollar bra? #firstworldproblems"
Donna Parry,DonnaParry92,Mon Nov 02 19:06:08 +0000 2015,"Can't believe I bought actual spaghetti instead of spaghetti hoops 😢 #Firstworldproblems"
The Realist,Nothingheard,Mon Nov 02 19:05:42 +0000 2015,"@TheSkepticus #firstworldproblems 

Just don't have as many friends 😜"
Legica,mornarka,Mon Nov 02 19:05:22 +0000 2015,"Tako puno serija za odgledati a tako malo vremena 🙄
#firstworldproblems"
