Second City Coffee,secondctycoffee,Mon Nov 02 19:33:16 +0000 2015,"See what I'm resorted too @SmokiePig!! 😢 #firstworldproblems https://t.co/CIO6EbWLln"
Too Cool for School,2cfschool,Mon Nov 02 19:33:13 +0000 2015,"#notforever https://t.co/tmEEohDMIp My new tattoo is itching like fuuuuck. #ink #donttouch #firstworldproblems"
Big Perm Corleone,BigSexyDom,Mon Nov 02 19:33:03 +0000 2015,"40% plus of my pay goes into taxes. It's fucking disgusting how much of my earned money I'll never see. #firstworldproblems"
.,_Nikiters_,Mon Nov 02 19:32:46 +0000 2015,"@_Nikiters_ bitch, everyone has issues on that level. That issue alone could have been avoided by not using the app. #firstworldproblems"
Cam Taber,ceumtabes,Mon Nov 02 19:32:37 +0000 2015,"I asked for a frozen hot chocolate and Dunkins gave me a frozen coffee  #firstworldproblems"
Kat Bacher,katnundrum,Mon Nov 02 19:31:56 +0000 2015,"I miss phone buttons. I'm a good typist, 75+WPM! Now, phones w/screen keyboards make it seem that I can't type for ship. #firstworldproblems"
Francesca Mount ☼,francescamount,Mon Nov 02 19:31:21 +0000 2015,"Literally dying without my phone D: #firstworldproblems"
JustKierra,_KieLimePie,Mon Nov 02 19:30:39 +0000 2015,"Should I risk it and get the small .... ugh life #firstworldproblems"
Carl Aeran,jawline_atyou,Mon Nov 02 19:30:02 +0000 2015,"Damn need to take a shit but my phone about to die so i cant bring it with me :\ #firstworldproblems"
Megan Kate,megankatem,Mon Nov 02 19:29:57 +0000 2015,"Internet wasn't working this afternoon &amp; my sister couldn't think of anything to do so just slept until it got fixed 😂😂 #firstworldproblems"
Marky Diamond,markydiamondd,Mon Nov 02 19:29:43 +0000 2015,"We didn't have any frozen pizza so I had to make a steak for lunch. #firstworldproblems"
Wayne,w2kx,Mon Nov 02 19:29:35 +0000 2015,"@EJCO55 #firstworldproblems"
Kevin Noon,Kevin_Noon,Mon Nov 02 19:29:05 +0000 2015,"The transcription service is absolutely killing me today on this presser. #firstworldproblems"
Kristen Kaye,kwistenkaye,Mon Nov 02 19:28:56 +0000 2015,"It should be illegal to use the stall right next to someone in an otherwise EMPTY bathroom. #firstworldproblems #bathroometiquette #fuckoff"
Jessica Janiuk,janiukjf,Mon Nov 02 19:28:39 +0000 2015,"@ChrisHallbeck I totally agree. Doctor Who is the only thing I watch on actual TV, and the commercials are terrible. #firstworldproblems"
Boring Fifth Year,BoringFifthYear,Mon Nov 02 19:28:04 +0000 2015,"Standard Saturday night. #unilife #firstworldproblems https://t.co/S8mgchX3Sm"
BenBen Tomlinson,bentomlinson,Mon Nov 02 19:26:42 +0000 2015,"RT @daisymaywalsh: Auto correct ruined my hashtag with a space #firstworldproblems"
Sofia Nilsen,EmmaSofiaNilsen,Mon Nov 02 19:26:00 +0000 2015,"My new tattoo is itching like fuuuuck. #ink #donttouch #firstworldproblems"
DAVID NEEDHAM,ITSONLYNEEDHAM,Mon Nov 02 19:25:24 +0000 2015,"@MrErnoldSame #firstworldproblems"
Bri,bribribrouwer,Mon Nov 02 19:24:22 +0000 2015,"Apparently our tuition doesn't pay for plastic forks. Just spoons and knives. #firstworldproblems #collegekidlife"
k8,katelynnhopper,Mon Nov 02 19:23:57 +0000 2015,"@katelynnhopper #firstworldproblems"
Iona MacDonald,ionamacdonald1,Mon Nov 02 19:23:20 +0000 2015,"Hate it when you hear a good song on the TV &amp; have no way of finding out who it's by 😭😭 #firstworldproblems"
Crispen.,LilMs_PushupBra,Mon Nov 02 19:22:47 +0000 2015,"It's hot as fuck but this sweater completes my outfit , so I'll suffer through. #firstworldproblems #whyme #oldpplalwayscold #turnontheac"
Max Benjamin,HitchcockMax,Mon Nov 02 19:22:21 +0000 2015,"@HughsWaronWaste thank you Hugh. Shout loud and then louder #whoneedsaperfectparsnip #boycottsupermarketdemands #firstworldproblems"
Drew Landmeier,FLDrew,Mon Nov 02 19:21:05 +0000 2015,"#firstworldproblems"
Mel Winter,MissNails95,Mon Nov 02 19:21:04 +0000 2015,"Byebye scaffold piercing :( having to look 'professional' for work sucks! #firstworldproblems https://t.co/zJXCHMDY7x"
Summer Nickerson,thesummergirlll,Mon Nov 02 19:20:26 +0000 2015,"I HATE when lyft or uber drivers ask me for directions. It is SO annoying.#firstworldproblems"
Ken,BenChurcher,Mon Nov 02 19:19:42 +0000 2015,"@sophiee_lewiss #firstworldproblems"
Martin Zelenka ,Zeldiiiic,Mon Nov 02 19:19:15 +0000 2015,"Poslední dobou je tady hrozně moc ufňukaných lidi… s jejich #FirstWorldProblems. Chudinky…"
Rebecca Nisbet,Salamatu_6,Mon Nov 02 19:19:09 +0000 2015,"7hrs at Belfast airport. 2 cancelled flights. When life gives you lemons- pints at the Errigle #firstworldproblems https://t.co/vv22dZrZLQ"
Christian,iitsjustchris,Mon Nov 02 19:18:48 +0000 2015,"Craving a burrito. There are no #BurritoBoyz around me. 

#firstworldproblems"
Bhakti Kulmala,Omwoods,Mon Nov 02 19:18:45 +0000 2015,"Can't find the chips I asked hubby to hide, bought grapes to fill the snackgap, got home, found out they have seeds 😑 #firstworldproblems"
Chloe,imjustagirl_16,Mon Nov 02 19:18:37 +0000 2015,"Forever feeling like my Instagram is not as good as everyone else's 😫 #firstworldproblems"
Jack Young,Young_67,Mon Nov 02 19:18:15 +0000 2015,"In Dominican Republic during stone roses at T fuck my existence #firstworldproblems"
José Dimas,JoseDimas,Mon Nov 02 19:18:11 +0000 2015,"me encanta que vengan producciones de teatro a SLP... pero odio que sean en el teatro de la paz -_- #firstworldproblems #hater :)"
andrew long,andrew_long,Mon Nov 02 19:18:02 +0000 2015,""burner laptop" is a completely new concept to me #firstworldproblems  https://t.co/IbOBoeRYmh"
Claudio Hidalgo,chidalgo,Mon Nov 02 19:18:00 +0000 2015,"@badger_cl #firstworldproblems"
Jordan Palmer,jccpalmer,Mon Nov 02 19:16:47 +0000 2015,"I hate being poor. Fallout 4 is far outside of my budget. #firstworldproblems"
Eric Sinc,ericsinclair,Mon Nov 02 19:16:17 +0000 2015,"It's 70 in November. #globalwarming #nosunglasses #firstworldproblems @ Trader Joes (BC) https://t.co/xBNfxBi17l"
Blake Belichick,steph__uhnee,Mon Nov 02 19:15:49 +0000 2015,"Hate when my lettuce is too cold in my salad #firstworldproblems 😩"
doreenhelen,msddxx,Mon Nov 02 19:15:12 +0000 2015,"Drying my hair takes ages I also need my fringe trimmed #hair #girlsproblems #firstworldproblems xx https://t.co/pDPB65Lz9z"
tamz,taammynguyen,Mon Nov 02 19:14:20 +0000 2015,"@missrenaaa #firstworldproblems 🙄"
Princess Vee,_valpal_13,Mon Nov 02 19:13:44 +0000 2015,"The fact that @GonnaBeThe1st and I are right next to eachother and are only communicating via Twitter. #FirstWorldProblems"
Osato Erebor,osatoerebor,Mon Nov 02 19:13:12 +0000 2015,"You'd think with the millions Apple expects you to spend on their products, it'd be scratch.. hell, flame-resistant. Ugh #firstworldproblems"
Rick Gilmartin,HCPCRick,Mon Nov 02 19:13:06 +0000 2015,"@cillahalterman I think you'll make it #firstworldproblems"
Kimberly,Formerly1984,Mon Nov 02 19:11:54 +0000 2015,"I wish I didn't forget my almond milk to drink with my coffee today, I need caffeine to get thru the day #firstworldproblems"
InesDeLettonie,inesdelettonie,Mon Nov 02 19:11:52 +0000 2015,"@J4CKMULL @TheYoungHipster #firstworldproblems"
Paul Mazurek,The11thKirito,Mon Nov 02 19:11:17 +0000 2015,"Proof life isn't fair #firstworldproblems  https://t.co/LGDYJKsnrZ"
Haley,im_haley_yo,Mon Nov 02 19:11:14 +0000 2015,"RT @witha__k: To take a peek inside my ipsy bag or to wait till it's here... #firstworldproblems"
Trozo de solomonk ,DarkTrollen,Mon Nov 02 19:11:04 +0000 2015,"@EvilAFM @chincheto77 @tonacho #firstworldproblems"
Oяlando Lopez,screwychewy_,Mon Nov 02 19:10:21 +0000 2015,"RT @harto: The AppleTV remote is so small!! I always lose it!!! #firstworldproblems"
Tiny TATARI,TinyTATARI,Mon Nov 02 19:10:07 +0000 2015,"i put my eyeliner on unevenly so i cried and it smudged #firstworldproblems #yolo #swag #eyeliner2013"
✖️✖️,ArabianElmo,Mon Nov 02 19:08:51 +0000 2015,"The stress of online shopping😭 #firstworldproblems"
Bãileÿ,BMartenson,Mon Nov 02 19:08:37 +0000 2015,"RT @Caaaaamden: Few things are more annoying than when someone sits in your unofficially assigned seat #firstworldproblems"
Christine Martin,AGratitudeDiva,Mon Nov 02 19:08:34 +0000 2015,"Trying to figure out how many tolls we have to go through on our way to #WDW #firstworldproblems"
Chuck Finley,FakeEmmanuel,Mon Nov 02 19:07:41 +0000 2015,"Forgot to put on a watch before I headed off to work. My wrist feels naked and you can see my dopey tan line. #firstworldproblems"
78 Derngate,78Derngate,Mon Nov 02 19:07:20 +0000 2015,"RT @colinmccredie: #firstworldproblems https://t.co/idsJz1VBca"
Matthew G.,MGeesus,Mon Nov 02 19:06:48 +0000 2015,"Multi million not a multi billion dollar bra? #firstworldproblems"
Donna Parry,DonnaParry92,Mon Nov 02 19:06:08 +0000 2015,"Can't believe I bought actual spaghetti instead of spaghetti hoops 😢 #Firstworldproblems"
The Realist,Nothingheard,Mon Nov 02 19:05:42 +0000 2015,"@TheSkepticus #firstworldproblems 

Just don't have as many friends 😜"
Legica,mornarka,Mon Nov 02 19:05:22 +0000 2015,"Tako puno serija za odgledati a tako malo vremena 🙄
#firstworldproblems"
Sarah Anderson,Sarah_Bear01,Mon Nov 02 19:03:28 +0000 2015,"First time at @ChickfilA in a longgggg time and they are out of Chick-Fil-A sauce. It's a tragedy. #firstworldproblems"
Dylan M-B,MBzGhost,Mon Nov 02 19:03:02 +0000 2015,"The one day the black spindle is available, and I can't play :/ #destiny #oryx #TakenKing #bungie #firstworldproblems"
カメラマン,MerrillRSampson,Mon Nov 02 19:02:15 +0000 2015,"The internet in The Ville IS SO SLOOOWWWW #firstworldproblems"
Salil Khaladkar,SalilK,Mon Nov 02 19:02:11 +0000 2015,"I have 100% success rate of dropping coffee on my pitch white shit/t-shirt #firstworldproblems"
Hicham Chiali,hichamchiali,Mon Nov 02 19:02:03 +0000 2015,"@jamiesanpedroo #FirstWorldProblems"
Coryn Wilson,coryn4thewin,Mon Nov 02 19:01:50 +0000 2015,"When it's the perfect day to use your brand new umbrella but you forget it at home #firstworldproblems 😒☔️💦"
Rocky Jain,ShadesOfJain,Mon Nov 02 19:00:01 +0000 2015,"Torn… should I buy the new Apple TV now or later? Is there any benefit in deferring the inevitable? #FirstWorldProblems."
Sam Hancock,samlhancock,Mon Nov 02 18:59:41 +0000 2015,"We've run out of #YorkshireTea :(
#FirstWorldProblems https://t.co/OBYtCNFYSx"
Kody Smith,SmithKody,Mon Nov 02 18:56:38 +0000 2015,"RT @harto: The AppleTV remote is so small!! I always lose it!!! #firstworldproblems"
Kirsty Hutcheson,kirstyy_93,Mon Nov 02 18:54:34 +0000 2015,"Genuinely just wished someone could feed me so I could go on my phone instead of using my knife and fork #firstworldproblems"
Jessica Otis,jotis13,Mon Nov 02 18:54:00 +0000 2015,"That moment you realize you took all your mugs home to clean them &amp; have no way to make tea in your office #jetlagged #firstworldproblems"
Leanne,LeanneSilvia,Mon Nov 02 18:53:56 +0000 2015,"When a half-broken phone is either a good thing or a bad thing and you are not sure yet. #firstworldproblems"
#BeatLA,ivannowosiadlo,Mon Nov 02 18:52:44 +0000 2015,"I wish @Tina_plays didn't live so close to mexico her ingles would be so much better😱😞 #firstworldproblems"
Chris Simon,Chriss_Simon,Mon Nov 02 18:52:16 +0000 2015,"Having no wifi on your flight is the worst thing ever #firstworldproblems"
Daveangel,daveangel1972,Mon Nov 02 18:51:56 +0000 2015,"@TomHolmsey @AldiUK 

#firstworldproblems Thomas 😂"
Lee Davies,leeDav84,Mon Nov 02 18:51:50 +0000 2015,"Ahhh #London. Where #commuters stand in front of the doors of busy trains and throw their bags on your feet. #firstWorldProblems"
Luke Devine,LukeShanDevine,Mon Nov 02 18:51:32 +0000 2015,"Having no data left makes life tough #firstworldproblems"
Rina Akajan-Jando,rinaakajando,Mon Nov 02 18:50:52 +0000 2015,"Haven't been on SM all weekend and there's so much catching up to do!  #firstworldproblems"
Mr Divide,MrDivide_,Mon Nov 02 18:50:13 +0000 2015,"@_hologrxphic @Jxery I have £1.20 and I want Jack #firstworldproblems"
