Phil Bacon,Shuffledog,Mon Nov 02 20:22:56 +0000 2015,"Wasn't enough room on that last tweet to add #firstworldproblems."
Noelle ,Noelle1Always,Mon Nov 02 20:22:17 +0000 2015,"@imTulip That is being spoiled!! 😂#firstworldproblems"
Jay Miller,kjaymiller,Mon Nov 02 20:21:49 +0000 2015,"RT @rabryst: It's November. Where is my iPad Pro?

#firstworldproblems"
i bring sexy back,GandhiAman45,Mon Nov 02 20:20:57 +0000 2015,"Great now I'm in the middle of an odd situation of having my grandparents yell at each other #akward #annoying #firstworldproblems"
Jack Kerrigan,JackKerrigan6,Mon Nov 02 20:20:52 +0000 2015,"@SportsCenter #firstworldproblems"
Kileigh,kileighslife,Mon Nov 02 20:20:39 +0000 2015,"Shopping for a down vest. This is more complicated than I anticipated. I just want to know if I'll be cold 😕. #firstworldproblems #shopping"
Josh Gundry,JoshGundry,Mon Nov 02 20:19:46 +0000 2015,"@sexpotxo #firstworldproblems"
GolfWiz,ddubw,Mon Nov 02 20:19:17 +0000 2015,"𝗪𝗜𝗡𝗙𝗢𝗥𝗠𝗦 𝗜𝗦 𝗧𝗛𝗘 𝗗𝗘𝗩𝗜𝗟!
Coding in this crap is like trying to slit your wrists with a spoon. Gets done, but so painful #firstworldproblems"
Brendon Barry,BBarry31,Mon Nov 02 20:18:38 +0000 2015,"Internet works just fine with the router we have to get a new one so the spoiled rich kid can game online. #firstworldproblems"
Mattholomeu,the_real_minnow,Mon Nov 02 20:17:33 +0000 2015,"#firstWorldProblems"
CharM,Charlotte2908,Mon Nov 02 20:17:22 +0000 2015,"We have finally moved into our new home. No WiFi no data no conversation = divorce? #firstworldproblems #newhome"
Jay Zee,gyrobifastigium,Mon Nov 02 20:16:16 +0000 2015,"Ich kann mit meinen Echtlederhandschuhen die Touch-Konsole von meinem Neuwagen nicht bedienen. #firstworldproblems"
Sophie.,soophiieanne,Mon Nov 02 20:15:05 +0000 2015,"Really can't decide what size iPhone to get. #firstworldproblems #helpme"
Taryn Sabbioni,TazziTwoShoes,Mon Nov 02 20:15:01 +0000 2015,"I shouldn't giggle so hard at this...but I am #firstworldproblems https://t.co/Lcfayw7t06"
Ely Ramírez,SoyUnaEly,Mon Nov 02 20:13:49 +0000 2015,"No tengo cuchillo para partir mi limón #firstworldproblems #Problemasdegodinez https://t.co/QD3l64J9T4"
Shannon Meditz,Shannonk0074,Mon Nov 02 20:13:42 +0000 2015,"Is it horrible id rather buy a new stove than clean the one I have?? #firstworldproblems"
Nelley Nelle,HanelleCrites,Mon Nov 02 20:10:31 +0000 2015,"RT @britt_terland: Hand wrote 5+ pages for my history midterm. I think my hand is going to fall off. #firstworldproblems"
r@ndol.ph,rabryst,Mon Nov 02 20:10:29 +0000 2015,"It's November. Where is my iPad Pro?

#firstworldproblems"
Nathan Valiant,NathanValiant,Mon Nov 02 20:09:35 +0000 2015,"@adejohnleader once had a train driver delay our start because he was irritated that he didn't finish his book chapter #firstworldproblems"
lexi,leexxim,Mon Nov 02 20:08:57 +0000 2015,"when your iPhone unlocks with your fingerprint before you're even ready. #firstworldproblems"
Don Macänlalay,directedbydon,Mon Nov 02 20:08:08 +0000 2015,"Guess I'm moving to Queen Anne. Where do I throw away my old stuff? #firstworldproblems"
Jaluna Rolik,JuneberryChan,Mon Nov 02 20:07:55 +0000 2015,"Dear television. Please make up your mind if you're up to being watched. Your flicker is gonna give someone a seizure. #firstworldproblems?"
Gloria Ann Walthour,AnnWalthour,Mon Nov 02 20:07:51 +0000 2015,"RT @GuinanLarry: @Storagezilla @StarTrek Look, the rest of the world doesn't matter. #firstworldproblems Can we go back to having all the s…"
Hank Lynch,Hank,Mon Nov 02 20:07:18 +0000 2015,"4am, jetlagged in Singapore, need sleep.
#firstworldproblems"
Sarah ✘,Gedankenmutant,Mon Nov 02 20:06:19 +0000 2015,"#firstworldproblems"
Texas Girl :),Texas_Girl1989,Mon Nov 02 20:06:02 +0000 2015,"I hate when I leave work for lunch and someone steals my super close parking spot 😂 #firstworldproblems"
The Best Skeleton,ThatStrohl,Mon Nov 02 20:05:46 +0000 2015,""Someone I don't know is trying to talk to me" is perhaps the biggest example for #firstworldproblems"
Chels,Chellabella___,Mon Nov 02 20:05:19 +0000 2015,"Ughhh #firstworldproblems"
Georgie,FutbolSloth,Mon Nov 02 20:04:32 +0000 2015,"@Chana9MUFC already knew Dembele scored because of Twitter. #firstworldproblems"
Chananoglu,Chana9MUFC,Mon Nov 02 20:04:11 +0000 2015,"#firstworldproblems  https://t.co/z4QT3ViIbk"
Richard Pike,Richie_J279,Mon Nov 02 20:04:00 +0000 2015,"@VictoriaCoren only connect being on earlier is messing with my circadian rhythms #firstworldproblems"
Shana Hunter Lee,iheartairplanes,Mon Nov 02 20:04:00 +0000 2015,"10 person line @Starbucks, only one barista.  Other one is filling the carmel tubes.  With a pastry tube.  #firstworldproblems #annoyed"
Kim,Thaloki88,Mon Nov 02 20:03:48 +0000 2015,"WEGEN MEINEN SCHEISS WLAN KANN ICH DIE NEUE TITAN FOLGE VON @TwoEpicBuddies NICHT FLÜSSIG GUCKEN! #firstworldproblems"
Katie Jo,KatieJo512,Mon Nov 02 20:03:19 +0000 2015,"Texting people who don't have iMessage is awful. I need to know when you've read my shit. #firstworldproblems"
Poochloaf,SamuelsStarlynn,Mon Nov 02 20:02:41 +0000 2015,"Y are there so many yellow fruit loops #firstworldproblems"
Michael DePauw,Micoo_Wapedu,Mon Nov 02 20:02:12 +0000 2015,"@JulieMyklebust #firstworldproblems"
Jess,J_Garrr,Mon Nov 02 20:02:02 +0000 2015,"Now that all the emojis are moved around.. I can't ever find the ones I want. #firstworldproblems"
Michael Matusowsky,MatuMikey,Mon Nov 02 20:00:21 +0000 2015,"Im so bored but I'm too tired to do anything #firstworldproblems"
stewchickenqueen,VibrantMsBryan,Mon Nov 02 19:59:51 +0000 2015,"This is going to be one of the toughest decisions of my life: to nap or to eat before work #firstworldproblems ugh 😩😔"
R. Julian Talens,rjuliantalens,Mon Nov 02 19:59:21 +0000 2015,"idk what to eat for lunch #firstworldproblems"
Tim Reed,redsv650,Mon Nov 02 19:57:59 +0000 2015,"@Starbucks has cut the time for a Bday drink to just 3 days. Gee thanks. Glad I checked my app. @NYAJoes is much better. #FirstWorldProblems"
JellyFish!,FlyingMarioMan,Mon Nov 02 19:57:48 +0000 2015,"RT @harto: The AppleTV remote is so small!! I always lose it!!! #firstworldproblems"
Caroline,carolineluke05,Mon Nov 02 19:56:39 +0000 2015,"When there was a lone, boxless hot pocket in the freezer, so you have no clue what dangers you could be biting into #firstworldproblems"
DragonflameGaming,drgonflames,Mon Nov 02 19:55:53 +0000 2015,"Watching an amazing show but without anything to eat while i eatch it #firstworldproblems"
Alana Winnick,AlanaWinnick,Mon Nov 02 19:55:40 +0000 2015,"Only you with the wardrobe issues @jftech1 #firstworldproblems @jlubinsky @jenniferacronk @mtromblee1 @jluft1 @MrSchoenbart @srtech1"
Jessy Cooke,JessyC_6,Mon Nov 02 19:55:38 +0000 2015,"THE YEAR I GO TRAVELLING WOULD BE THE YEAR THEY GIG AGAIN 😭 #firstworldproblems #StoneRoses"
Cara,FaMess,Mon Nov 02 19:55:18 +0000 2015,"When the world is your oyster, sometimes you have a hard time deciding where to go next month. #firstworldproblems"
Emma,BabylonQaF,Mon Nov 02 19:55:15 +0000 2015,"J'ai un léger problème, je veux voir @JeremyFerrari en live mais j'habite a Los Angeles... Fuck my life #FirstWorldProblems"
gerald pao,PLURplus,Mon Nov 02 19:53:17 +0000 2015,"#DataAnalysis wars R vs. Python in a graphic #datascience #firstworldproblems 
https://t.co/WTkJ5qkUl1"
Soof,sophieshahla,Mon Nov 02 19:52:45 +0000 2015,"Left my decaf @YorkshireTea bags at work.. @Bettys1919 Peppermint Tisane it is then. 
#firstworldproblems"
AS IF!,journolista,Mon Nov 02 19:52:33 +0000 2015,"How the hell am I supposed to eat 3000 calories a day????Ugh #firstworldproblems #GymLife"
Kimberly Crane,KimberlyyyCrane,Mon Nov 02 19:52:11 +0000 2015,"@CodyMathia #firstworldproblems"
Rob Readling,RobReadling,Mon Nov 02 19:52:03 +0000 2015,"@sqlnikon @Level3 #priorities #firstworldproblems"
Alexandra,noise_jam,Mon Nov 02 19:51:11 +0000 2015,"Вообще меня пора закодировать от кроссовок фирм начинающихся на букву “n” #firstworldproblems"
H.E. KRis Nsabiyumva,Mr_Burundi,Mon Nov 02 19:50:37 +0000 2015,"@MikeDJeremy hahaha #firstWorldProblems"
Anna Cottrill,annacottrill14,Mon Nov 02 19:50:17 +0000 2015,"RT @harto: The AppleTV remote is so small!! I always lose it!!! #firstworldproblems"
Carla Collins,Carla_Collins,Mon Nov 02 19:49:25 +0000 2015,"I'm gluten-intolerant in that I can no longer tolerate hearing about one more person's issues with gluten. #firstworldproblems"
Kris,Verwonderster,Mon Nov 02 19:47:49 +0000 2015,"En ik wilde Penoza kijken! #firstworldproblems"
Devon Parlett,DevonParlett,Mon Nov 02 19:47:31 +0000 2015,"Been offered two jobs! So where do I work? Ted Baker? Or Fat Face? #firstworldproblems"
Chelsea Duffield,CJ_MD911,Mon Nov 02 19:46:41 +0000 2015,"@colefront Those things are refillable? I just throw mine away and buy a new one. ;) #firstworldproblems"
Matthias Weiss,kenshiroonline,Mon Nov 02 19:46:22 +0000 2015,"@TheMercedesXXX Instead people keep whining and whining...#firstworldproblems"
Dawid,dabudubida,Mon Nov 02 19:45:31 +0000 2015,"I znów ten kiepski moment, kiedy przeczytałem książkę i nie umiem wybrać kolejnej do czytania -.- #FirstWorldProblems"
Heather Gibbs Flett,rookieheather,Mon Nov 02 19:45:30 +0000 2015,"Help! I need a unicycle emoji. #firstworldproblems"
Marie Cruz,missmarie8,Mon Nov 02 19:45:11 +0000 2015,"Some people think in English, others in Spanish or some other language.. I think in IG captions. 🤓😑 lol #firstworldproblems"
UO,francisgittus,Mon Nov 02 19:44:34 +0000 2015,"So much to do and so little time #firstworldproblems"
Six,Sixfever,Mon Nov 02 19:44:09 +0000 2015,"@mego705 #firstworldproblems"
Anastasia ✨,daintydesires,Mon Nov 02 19:42:53 +0000 2015,"I've painted my nails on one hand and now can't be bothered to do the other #firstworldproblems"
Wheezy Nurse© RN BSN,WheezyNurse,Mon Nov 02 19:42:52 +0000 2015,"RT @ekwetzel: This F/G cup nursing tank is really tight. #bigboobproblems #pregnancyproblems #nursingproblems #firstworldproblems"
Kevin R,Milo_Z,Mon Nov 02 19:42:39 +0000 2015,"You know you're in trouble when your PC hangs &amp; you can't even get Task Manager to open #Win8.1 #firstworldproblems #fb"
Tara,taraborat,Mon Nov 02 19:42:26 +0000 2015,"Every single time I walk to my car I literally think it's been stolen because I forgot where I parked #life #firstworldproblems"
Matthew Stevens,matt_the_writer,Mon Nov 02 19:42:17 +0000 2015,"These commercials for @CallofDuty #BlackOps3 make me want a #PS4 sooner rather than later. #firstworldproblems"
